UM,Cauce,CodigoCauce,EfC,Superficie,LongitudRed,Revestida,SinRevestir,RevestPorc,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Alcaraz Norte,2491,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Ampuero Sur,2492,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Antonio Genco,2493,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Arancibia Sur,2494,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Báez Norte,2495,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Bravo Sur,2496,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Bustos Norte,2497,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Bustos Sur,2498,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Cádiz Sur,2499,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Calderón Sur,2500,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Campos Sur,2501,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Chañar Norte,2502,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Del Medio Nº 4,2503,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Estrella Nº 8,2504,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Estrella Sur,2505,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Exclusiva Setaro,2506,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Farrando Sur,2507,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Ferreyra Norte Nº 26,2508,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Ferreyra Norte Nº 31,2509,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Gomez Norte,2510,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Guevara Norte Nº 26,2511,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Guevara Sur,2512,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Lobos Sur,2513,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Los Viejos Norte,2514,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Los Viejos Sur,2515,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Millán Sur,2516,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Moyano Norte,2517,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Moyano Sur,2518,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Olivera Norte,2519,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Olivera Sur,2520,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Ozán Sur,2521,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Páez Sur,2522,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Palma Norte,2523,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Pojmaevich Sur,2524,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Peña y Lillo Nº 32,2525,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Riveira Norte,2526,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Sosa Norte Nº 6,2527,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Sur San Isidro,2528,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo TOMA PARTICULAR,2529,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Vergara Norte,2530,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Villa Seca Norte,2531,,,,,,,,,
Canal Mz.San Isidro,Rama Mundo Nuevo Hijuela Ozán Norte,2532,,,,,,,,,
CANAL CASABLANCA,CANAL CASABLANCA,2601,,,,,,,,,
CANAL INGENIERO GALLO,CANAL INGENIERO GALLO,2602,,,,,,,,,
CONCESION FRESALS,CONCESION FRESALS,2603,,,,,,,,,
CONCESION EMPERATRIZ ORTIZ DE GONZALEZ,CONCESION EMPERATRIZ ORTIZ DE GONZALEZ,2604,,,,,,,,,
CONCESION EVENTUAL WALTER BINDHOFF,CONCESION EVENTUAL WALTER BINDHOFF,2605,,,,,,,,,
CONCESION EVENTUAL ANGELINO ARENAS,CONCESION EVENTUAL ANGELINO ARENAS,2606,,,,,,,,,
CONCESION NABOR CABRERA,CONCESION NABOR CABRERA,2607,,,,,,,,,
CANAL LOS OTOYANES,CANAL LOS OTOYANES (Viene del 2907) 0074 *,2622,,,,,,,,,
